Title,Location,Price,Area,Number_of_Rooms,Furnished,Kitchen type,Status,Garden surface,Swimming Pool
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
House for sale,Steenweg 453,"€299,000",2 bedrooms,2 bedrooms,No,Installed,Good,195 m² ,No
House for sale,Doornzele Dries 31,"€385,000",3 bedrooms,3 bedrooms,No,Installed,Good,195 m² ,No
House for sale,Eduard Robeynslaan 68,"€110,000",2 bedrooms | 148 m² ,2 bedrooms,No,Installed,Good,195 m² ,No
House for sale,Kerkstraat 77,"€110,000",3 bedrooms,3 bedrooms,No,Installed,Good,195 m² ,No
House for sale,"Peperstraat 61,","€209,000",3 bedrooms | 192 m² ,3 bedrooms,No,Installed,Good,195 m² ,No
House for sale,Aelvoetstraat 22,"€262,000",3 bedrooms,3 bedrooms,No,Installed,Good,195 m² ,No
House for sale,"Chaussée d'Alsemberg 187,","€385,000",4 bedrooms | 215 m² ,4 bedrooms,No,Installed,Good,195 m² ,No
Villa for sale,Oude Heerbaan 29,"€429,000",3 bedrooms | 236 m² ,3 bedrooms,No,Installed,Good,195 m² ,No
Mansion for sale,Wulfhagestraat 16,"€625,000",4 bedrooms,4 bedrooms,No,Installed,Good,195 m² ,No
House for sale,6010 — Couillet,"€248,000",3 bedrooms | 131 m² ,3 bedrooms,No,Semi equipped,Good,420 m² ,No
Villa for sale,Rue Estroit 5 Box 0,"€315,000",3 bedrooms | 147 m² ,3 bedrooms,No,Installed,Good,1800 m² ,No
House for sale,Biesbeekstraat 4,"€368,000",3 bedrooms,3 bedrooms,No,Installed,As new,1800 m² ,No
House for sale,Cornelis Everaartstraat 15,"€415,000",3 bedrooms,3 bedrooms,No,Hyper equipped,As new,1800 m² ,No
Mixed-use building for sale,6040 — Charleroi Jumet,"€425,000",7 bedrooms | 290 m² ,7 bedrooms,No,Hyper equipped,Good,1800 m² ,No
House for sale,Eigenheerdstraat 19,"€100,000",2 bedrooms,2 bedrooms,No,Hyper equipped,Good,1800 m² ,No
House for sale,Stationsstraat 10,"€249,000",5 bedrooms | 266 m² ,5 bedrooms,No,Hyper equipped,As new,1800 m² ,No
House for sale,Zwarteleertouwersstraat 46,"€250,000",3 bedrooms | 140 m² ,3 bedrooms,No,Hyper equipped,As new,1800 m² ,No
House for sale,Sneppenstraat 40,"€260,000",4 bedrooms,4 bedrooms,No,Hyper equipped,As new,1800 m² ,No
House for sale,Dries 12,"€365,000",3 bedrooms | 142 m² ,3 bedrooms,No,Installed,As new,1800 m² ,No
House for sale,Graaf van Landaststraat,"€369,500",3 bedrooms | 185 m² ,3 bedrooms,No,Installed,As new,90 m² ,No
House for sale,Dries 12,"€420,000",3 bedrooms | 160 m² ,3 bedrooms,No,Installed,As new,125 m² ,No
House for sale,Grote Heidestraat 58,"€112,000",1 bedroom,1 bedroom,No,Installed,As new,125 m² ,No
House for sale,Kollegelaan 44,"€150,000",3 bedrooms,3 bedrooms,No,Installed,As new,125 m² ,No
House for sale,7730 — Estaimpuis,"€189,000",2 bedrooms,2 bedrooms,No,Installed,Good,200 m² ,No
Country house for sale,Meersstraat 6,"€280,000",3 bedrooms | 237 m² ,3 bedrooms,No,Installed,Good,200 m² ,No
House for sale,Rue du Gravier 12,"€49,000",1 bedroom,1 bedroom,No,Installed,To restore,200 m² ,No
House for sale,7320 — Bernissart,"€70,000",2 bedrooms | 124 m² ,2 bedrooms,No,Installed,To renovate,200 m² ,No
House for sale,Chaussée de Charleroi 381,"€75,000",3 bedrooms | 68 m² ,3 bedrooms,No,Installed,To renovate,200 m² ,No
House for sale,7340 — PATURAGES,"€80,000",3 bedrooms | 153 m² ,3 bedrooms,No,Installed,To restore,200 m² ,No
House for sale,rue Emile Jeanne 13,"€95,000",2 bedrooms,2 bedrooms,No,Installed,To restore,200 m² ,No
House for sale,Pater Domstraat 16/W3,"€410,000",4 bedrooms | 161 m² ,4 bedrooms,No,Installed,As new,200 m² ,No
House for sale,Kastanjelaan 6,"€619,000",6 bedrooms | 304 m² ,6 bedrooms,No,Installed,As new,200 m² ,No
House for sale,Elsenstraat 12,"€215,000",3 bedrooms | 166 m² ,3 bedrooms,No,Installed,To be done up,200 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To be done up,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To be done up,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
House for sale,7370 — Elouges,"€95,000",3 bedrooms | 113 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
House for sale,Rue Francois Reconnu 43,"€109,000",2 bedrooms | 130 m² ,2 bedrooms,No,Hyper equipped,As new,751 m² ,No
House for sale,Rue des écoles 54,"€110,000",5 bedrooms | 220 m² ,5 bedrooms,No,Hyper equipped,To renovate,751 m² ,No
Chalet for sale,Vijverbos 41,"€110,000",1 bedroom | 43 m² ,1 bedroom,No,Not installed,To renovate,751 m² ,No
House for sale,"Blekerijstraat 5,","€120,000",2 bedrooms | 50 m² ,2 bedrooms,No,Not installed,Good,751 m² ,No
House for sale,Rue de la Poste 1,"€121,000",3 bedrooms | 130 m² ,3 bedrooms,No,Not installed,Good,751 m² ,No
House for sale,Gaystraat 12A,"€125,000",2 bedrooms | 95 m² ,2 bedrooms,No,Not installed,Good,751 m² ,No
House for sale,7300 — Boussu,"€125,000",2 bedrooms | 94 m² ,2 bedrooms,No,Not installed,Good,751 m² ,No
House for sale,5660 — Mariembourg,"€138,000",3 bedrooms | 174 m² ,3 bedrooms,No,Semi equipped,Good,25 m² ,No
House for sale,Terbiest 2,"€145,000",3 bedrooms | 157 m² ,3 bedrooms,No,Semi equipped,Good,25 m² ,No
House for sale,Penitentenstraat 18,"€149,000",5 bedrooms | 136 m² ,5 bedrooms,No,Semi equipped,Good,25 m² ,No
House for sale,MOYAUX,"€159,000",4 bedrooms,4 bedrooms,No,Installed,Just renovated,25 m² ,No
House for sale,Rue Axhelière 35 A,"€160,000",2 bedrooms,2 bedrooms,No,Installed,To be done up,25 m² ,No
House for sale,Rue des Armuriers 41,"€169,000",4 bedrooms | 134 m² ,4 bedrooms,No,Installed,To renovate,25 m² ,No
House for sale,Avenue de la Resistance 1,"€169,000",5 bedrooms | 228 m² ,5 bedrooms,No,Installed,To renovate,25 m² ,No
House for sale,Benedenstraat 65,"€169,000",4 bedrooms,4 bedrooms,No,Installed,To renovate,25 m² ,No
House for sale,7340 — Paturages,"€170,000",3 bedrooms | 220 m² ,3 bedrooms,No,Installed,To renovate,25 m² ,No
House for sale,"Rue des Quairelles, 33 Box 0","€175,000",3 bedrooms | 112 m² ,3 bedrooms,No,Installed,To renovate,25 m² ,No
House for sale,Sint Juliaanstraat 82,"€177,500",4 bedrooms | 179 m² ,4 bedrooms,No,Semi equipped,To renovate,25 m² ,No
Bungalow for sale,8670 — Koksijde,"€179,000",3 bedrooms | 80 m² ,3 bedrooms,No,Semi equipped,To be done up,25 m² ,No
House for sale,Schaaphofweg 2,"€185,000",3 bedrooms | 193 m² ,3 bedrooms,No,Semi equipped,To be done up,25 m² ,No
Villa for sale,5660 — Couvin,"€189,999",3 bedrooms | 100 m² ,3 bedrooms,No,USA hyper equipped,Just renovated,600 m² ,No
House for sale,5590 — Ciney,"€190,000",2 bedrooms | 165 m² ,2 bedrooms,No,USA hyper equipped,Good,600 m² ,No
House for sale,Rue Jean Noté 65,"€195,000",4 bedrooms,4 bedrooms,No,USA hyper equipped,Good,600 m² ,No
House for sale,4540 — Amay,"€199,000",2 bedrooms | 113 m² ,2 bedrooms,No,USA hyper equipped,Good,600 m² ,No
House for sale,Nieuwendorpe 29,"€205,000",3 bedrooms | 125 m² ,3 bedrooms,No,Semi equipped,To renovate,600 m² ,No
House for sale,Blauwesteen 241,"€215,000",3 bedrooms | 125 m² ,3 bedrooms,No,Semi equipped,To renovate,600 m² ,No
House for sale,Rue Béchuron 44,"€220,000",6 bedrooms,6 bedrooms,No,Installed,Just renovated,150 m² ,No
Mixed-use building for sale,Rue Basse 7,"€225,000",388 m² ,388 m² square meters livable space,No,Installed,To renovate,150 m² ,No
House for sale,Rue Basse 7,"€225,000",1 bedroom | 388 m² ,1 bedroom,No,Installed,To renovate,150 m² ,No
House for sale,Pater Domstraat 16/W3,"€410,000",4 bedrooms | 161 m² ,4 bedrooms,No,Installed,As new,150 m² ,No
House for sale,Kastanjelaan 6,"€619,000",6 bedrooms | 304 m² ,6 bedrooms,No,Installed,As new,150 m² ,No
House for sale,Elsenstraat 12,"€215,000",3 bedrooms | 166 m² ,3 bedrooms,No,Installed,To be done up,150 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To be done up,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To be done up,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
House for sale,Statiestraat 52,"€239,000",4 bedrooms | 249 m² ,4 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
House for sale,8870 — Izegem,"€239,000",3 bedrooms | 132 m² ,3 bedrooms,No,Installed,Good,751 m² ,Yes
House for sale,Melkerij 1/A,"€239,000",3 bedrooms,3 bedrooms,No,Installed,As new,21 m² ,No
Apartment block for sale,7321 — Harchies,"€245,000",2 bedrooms | 222 m² ,2 bedrooms,No,Installed,As new,21 m² ,No
House for sale,9400 — Denderwindeke,"€245,000",4 bedrooms | 262 m² ,4 bedrooms,No,Installed,To be done up,21 m² ,No
House for sale,Kruisveldstraat 17,"€245,500",4 bedrooms,4 bedrooms,No,Installed,As new,21 m² ,No
House for sale,Rozemondlaan 13,"€249,000",3 bedrooms,3 bedrooms,No,Installed,As new,21 m² ,No
House for sale,Rue Chermont 50,"€259,000",2 bedrooms | 110 m² ,2 bedrooms,No,Installed,As new,21 m² ,No
Villa for sale,Chaussée De Gosselies 7,"€260,000",3 bedrooms,3 bedrooms,No,Hyper equipped,Just renovated,40 m² ,No
House for sale,louise van houttestraat 66,"€269,000",4 bedrooms,4 bedrooms,No,Semi equipped,Good,40 m² ,No
Apartment block for sale,Vesten 98,"€269,900",3 bedrooms | 303 m² ,3 bedrooms,No,Semi equipped,To renovate,40 m² ,No
House for sale,chemin du menier 34,"€270,000",2 bedrooms | 85 m² ,2 bedrooms,No,Not installed,To renovate,400 m² ,No
House for sale,"Zuidstraat 6,","€274,940",3 bedrooms | 145 m² ,3 bedrooms,No,Not installed,Good,400 m² ,No
House for sale,"Stationsstraat 91,","€275,000",3 bedrooms | 245 m² ,3 bedrooms,No,Not installed,To renovate,400 m² ,No
House for sale,Rue de Châtelet 122 Box 0,"€275,000",2 bedrooms | 126 m² ,2 bedrooms,No,Installed,To renovate,920 m² ,No
House for sale,8554 — Sint-Denijs,"€275,000",4 bedrooms | 194 m² ,4 bedrooms,No,Installed,Good,494 m² ,No
House for sale,"Kasteelstraat 39,","€275,000",None,1440 m² square meters of land,No,Installed,Good,494 m² ,No
House for sale,Advocaat De Backerstraat 51,"€275,000",3 bedrooms,3 bedrooms,No,Installed,Good,494 m² ,No
House for sale,4877 — Olne,"€279,000",3 bedrooms | 146 m² ,3 bedrooms,No,Installed,To be done up,494 m² ,No
House for sale,"Wijnendalestraat 33,","€285,000",2 bedrooms,2 bedrooms,No,Installed,Good,494 m² ,No
Mixed-use building for sale,Armand Hertzstraat 1,"€289,000",5 bedrooms,5 bedrooms,No,Installed,To renovate,494 m² ,No
House for sale,Graaf de Mûelenaerelaan 76,"€289,000",3 bedrooms,3 bedrooms,No,Installed,As new,494 m² ,No
House for sale,Graaf de Mûelenaerelaan 76,"€289,000",3 bedrooms,3 bedrooms,No,Installed,As new,494 m² ,No
House for sale,Keiberg 83 LOT 1,"€290,000",3 bedrooms | 98 m² ,3 bedrooms,No,Installed,As new,494 m² ,No
Apartment block for sale,1210 — SAINT-JOSSE-TEN-NOODE,"€295,000",9 bedrooms | 376 m² ,9 bedrooms,No,Not installed,As new,494 m² ,No
House for sale,Mgr. Schottestraat 40/lot 3,"€297,300",3 bedrooms | 142 m² ,3 bedrooms,No,Hyper equipped,As new,494 m² ,No
House for sale,"Rooigemlaan 137,","€299,000",4 bedrooms,4 bedrooms,No,Installed,As new,494 m² ,No
Mansion for sale,6031 — Charleroi,"€300,000",8 bedrooms | 350 m² ,8 bedrooms,No,Installed,To be done up,494 m² ,No
House for sale,Deerlijk -,"€302,755",3 bedrooms,3 bedrooms,No,Hyper equipped,To be done up,494 m² ,No
House for sale,Puttestraat 7,"€305,000",3 bedrooms | 149 m² ,3 bedrooms,No,Hyper equipped,As new,494 m² ,No
House for sale,Pater Domstraat 16/W3,"€410,000",4 bedrooms | 161 m² ,4 bedrooms,No,Installed,As new,494 m² ,No
House for sale,Kastanjelaan 6,"€619,000",6 bedrooms | 304 m² ,6 bedrooms,No,Installed,As new,494 m² ,No
House for sale,Elsenstraat 12,"€215,000",3 bedrooms | 166 m² ,3 bedrooms,No,Installed,To be done up,494 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To be done up,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To be done up,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
House for sale,Windmolenstraat 13/LOT 3,"€325,000",3 bedrooms | 159 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,No
Villa for sale,Rue du Château Beyaerd 56,"€325,500",3 bedrooms,3 bedrooms,No,Hyper equipped,As new,751 m² ,No
House for sale,1420 — Braine-l'Alleud,"€335,000",3 bedrooms | 120 m² ,3 bedrooms,Yes,USA semi equipped,Good,240 m² ,No
House for sale,J.B. Coomansstraat,"€340,000",3 bedrooms | 169 m² ,3 bedrooms,No,Installed,Good,62 m² ,No
House for sale,Windmolenstraat 13/LOT 1,"€340,000",3 bedrooms | 136 m² ,3 bedrooms,No,Installed,Good,62 m² ,No
House for sale,J.B. Coomansstraat,"€343,000",3 bedrooms | 169 m² ,3 bedrooms,No,Installed,Good,60 m² ,No
House for sale,1300 — Wavre,"€349,000",3 bedrooms | 144 m² ,3 bedrooms,No,Semi equipped,To renovate,210 m² ,No
House for sale,Steenweg op Oosthoven 230,"€349,000",3 bedrooms | 165 m² ,3 bedrooms,No,Semi equipped,To renovate,210 m² ,No
House for sale,"Doornlaan 19,","€349,000",3 bedrooms | 198 m² ,3 bedrooms,No,Semi equipped,To renovate,210 m² ,No
House for sale,Gentseweg 217,"€350,000",3 bedrooms | 227 m² ,3 bedrooms,No,Semi equipped,As new,210 m² ,No
House for sale,"Catstraat 55,","€355,000",4 bedrooms | 206 m² ,4 bedrooms,No,Semi equipped,Good,210 m² ,No
House for sale,Beeklaan lot 2,"€357,260",3 bedrooms | 175 m² ,3 bedrooms,No,Semi equipped,As new,210 m² ,No
Apartment block for sale,7100 — La Louviere,"€365,000",5 bedrooms | 665 m² ,5 bedrooms,No,Semi equipped,Good,210 m² ,No
House for sale,J.B. Coomansstraat,"€372,000",3 bedrooms | 174 m² ,3 bedrooms,No,Installed,Good,108 m² ,No
House for sale,8434 — Lombardsijde,"€375,000",3 bedrooms | 132 m² ,3 bedrooms,No,Installed,As new,108 m² ,No
House for sale,Rozenstraat 14 Box LOT 3,"€376,700",3 bedrooms | 207 m² ,3 bedrooms,No,Installed,As new,108 m² ,No
House for sale,J.B. Coomansstraat,"€378,000",3 bedrooms | 172 m² ,3 bedrooms,No,Installed,As new,202 m² ,No
Farmhouse for sale,"Bruggesteenweg 96,","€390,000",3 bedrooms,3 bedrooms,No,Installed,Good,202 m² ,No
House for sale,"Place Albert 1er 7,","€395,000",4 bedrooms | 210 m² ,4 bedrooms,No,Installed,Good,202 m² ,No
Villa for sale,1400 — Nivelles,"€397,500",3 bedrooms | 211 m² ,3 bedrooms,No,Hyper equipped,Good,523 m² ,No
Villa for sale,6230 — Pont-a-Celles,"€397,500",3 bedrooms | 211 m² ,3 bedrooms,No,Hyper equipped,Good,523 m² ,No
Mixed-use building for sale,Bredabaan 781,"€399,000",3 bedrooms,3 bedrooms,No,Hyper equipped,Good,49 m² ,No
Villa for sale,8792 — Desselgem,"€399,000",3 bedrooms | 221 m² ,3 bedrooms,No,Installed,Good,371 m² ,No
House for sale,Rue Robertson 30,"€425,000",7 bedrooms,7 bedrooms,No,Installed,Good,371 m² ,No
House for sale,Steenwinkelstraat 77,"€429,000",3 bedrooms | 201 m² ,3 bedrooms,No,Hyper equipped,Good,371 m² ,No
House for sale,Bremstraat 2,"€429,000",3 bedrooms,3 bedrooms,No,Installed,Good,371 m² ,No
House for sale,"Komvest 76,","€429,000",4 bedrooms | 181 m² ,4 bedrooms,No,Installed,Good,371 m² ,No
House for sale,Paepestraat 111 - 119,"€433,000",4 bedrooms | 160 m² ,4 bedrooms,No,Installed,As new,371 m² ,No
House for sale,Hauwerstraat 4,"€449,000",5 bedrooms,5 bedrooms,No,Installed,Good,371 m² ,No
House for sale,Hauwerstraat 4,"€449,000",5 bedrooms,5 bedrooms,No,Installed,Good,371 m² ,No
House for sale,Pater Domstraat 16/W3,"€410,000",4 bedrooms | 161 m² ,4 bedrooms,No,Installed,As new,371 m² ,No
House for sale,Kastanjelaan 6,"€619,000",6 bedrooms | 304 m² ,6 bedrooms,No,Installed,As new,371 m² ,No
House for sale,Elsenstraat 12,"€215,000",3 bedrooms | 166 m² ,3 bedrooms,No,Installed,To be done up,371 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To be done up,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To be done up,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
House for sale,1420 — Braine-l'Alleud,"€450,000",4 bedrooms | 180 m² ,4 bedrooms,No,Hyper equipped,As new,30 m² ,No
House for sale,2940 — Stabroek,"€459,990",4 bedrooms | 275 m² ,4 bedrooms,No,Installed,Just renovated,100 m² ,No
House for sale,Rue Emile Delva 124 Box 0,"€470,000",5 bedrooms | 220 m² ,5 bedrooms,No,Installed,Just renovated,50 m² ,No
House for sale,"Baron Ruzettelaan 199,","€480,000",4 bedrooms,4 bedrooms,No,Semi equipped,To be done up,50 m² ,No
House for sale,2100 — Antwerp,"€495,000",6 bedrooms | 467 m² ,6 bedrooms,No,Semi equipped,To renovate,50 m² ,No
House for sale,"Kruipuit 31,","€525,000",4 bedrooms | 540 m² ,4 bedrooms,No,Semi equipped,Good,50 m² ,No
House for sale,"Kruipuit 31,","€525,000",4 bedrooms | 540 m² ,4 bedrooms,No,Semi equipped,Good,50 m² ,No
Other properties for sale,Visserij 268,"€545,000",1 bedroom | 195 m² ,1 bedroom,No,Installed,As new,50 m² ,No
Villa for sale,1410 — Waterloo,"€550,000",3 bedrooms | 160 m² ,3 bedrooms,No,Hyper equipped,As new,800 m² ,No
Villa for sale,1420 — Braine-l'Alleud,"€550,000",3 bedrooms | 160 m² ,3 bedrooms,No,Hyper equipped,As new,800 m² ,No
Apartment block for sale,Rue Du Bon Pasteur - Goede Herderstraat 88,"€585,000",4 bedrooms,4 bedrooms,No,Hyper equipped,Good,800 m² ,No
Villa for sale,Hasseltsesteenweg 131,"€595,000",2 bedrooms | 231 m² ,2 bedrooms,No,Installed,Good,800 m² ,No
Apartment block for sale,1090 — Jette,"€599,000",4 bedrooms | 210 m² ,4 bedrooms,No,Not installed,To be done up,60 m² ,No
House for sale,"Pottenmakersstraat 30,","€629,000",7 bedrooms | 281 m² ,7 bedrooms,No,Not installed,Good,60 m² ,No
Apartment block for sale,1160 — Auderghem,"€635,000",5 bedrooms | 282 m² ,5 bedrooms,No,Not installed,To renovate,20 m² ,No
House for sale,"Rue des Cottages 88,","€645,000",4 bedrooms | 160 m² ,4 bedrooms,No,Installed,To renovate,45 m² ,No
Villa for sale,1420 — Braine-l'Alleud,"€667,000",4 bedrooms | 250 m² ,4 bedrooms,No,USA hyper equipped,As new,500 m² ,No
House for sale,"Acacialaan 28,","€695,000",3 bedrooms | 112 m² ,3 bedrooms,No,USA hyper equipped,As new,500 m² ,No
House for sale,Belegstraat 67-69,"€725,000",8 bedrooms | 295 m² ,8 bedrooms,No,USA hyper equipped,To renovate,40 m² ,No
House for sale,Damse Vaart-Zuid 12A,"€749,000",3 bedrooms | 190 m² ,3 bedrooms,No,USA hyper equipped,As new,40 m² ,No
House for sale,Damse Vaart-Zuid 12,"€749,000",3 bedrooms | 177 m² ,3 bedrooms,No,USA hyper equipped,As new,40 m² ,No
House for sale,Provenierstersstraat 7,"€775,000",2 bedrooms | 124 m² ,2 bedrooms,No,USA hyper equipped,As new,40 m² ,No
Mixed-use building for sale,Rue Puits-en-Sock 144,"€790,000",11 bedrooms,11 bedrooms,No,USA hyper equipped,As new,40 m² ,No
Villa for sale,1330 — Rixensart,"€795,000",5 bedrooms | 248 m² ,5 bedrooms,No,Hyper equipped,Good,2459 m² ,No
Villa for sale,1330 — Rixensart,"€795,000",4 bedrooms | 230 m² ,4 bedrooms,No,Hyper equipped,As new,2459 m² ,No
House for sale,Brussegemsesteenweg 2,"€875,000",4 bedrooms | 250 m² ,4 bedrooms,No,Hyper equipped,As new,2459 m² ,No
Villa for sale,Chaussée Romaine 964,"€895,000",3 bedrooms | 440 m² ,3 bedrooms,No,Hyper equipped,As new,2459 m² ,No
Mansion for sale,Geraardsbergsesteenweg 133,"€895,000",11 bedrooms | 475 m² ,11 bedrooms,No,Hyper equipped,Just renovated,2459 m² ,No
Villa for sale,1860 — Meise,"€950,000",5 bedrooms | 318 m² ,5 bedrooms,No,Hyper equipped,Just renovated,2459 m² ,No
Mixed-use building for sale,1150 — Woluwe-Saint-Pierre,"€975,000",None,449 m² square meters of land,No,USA installed,Good,2459 m² ,No
House for sale,Pater Domstraat 16/W3,"€410,000",4 bedrooms | 161 m² ,4 bedrooms,No,Installed,As new,2459 m² ,No
House for sale,Kastanjelaan 6,"€619,000",6 bedrooms | 304 m² ,6 bedrooms,No,Installed,As new,2459 m² ,No
House for sale,Elsenstraat 12,"€215,000",3 bedrooms | 166 m² ,3 bedrooms,No,Installed,To be done up,2459 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To be done up,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To be done up,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
House for sale,Chemin du Tombeu 6,"€980,000",5 bedrooms | 420 m² ,5 bedrooms,No,Installed,As new,751 m² ,No
